#==============================================================================
#
#	地形保存テキスト [save.txt]
#	Author：you
#
#==============================================================================
<>*************<> ここから下をコピーし [field.txt] に張り付け <>*************<>

TERRAINSET

	FIELDSET
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 3.134 0.000 , 0.000 27.657 0.000 , 0.000 57.450 0.000 , 0.000 90.985 0.000 , 0.000 126.768 0.000 , 0.000 149.381 0.000 , 0.000 158.123 0.000 , 0.000 174.348 0.000 , 0.000 175.149 0.000 , 0.000 181.622 0.000 , 0.000 181.392 0.000 , 0.000 173.643 0.000 , 0.000 146.221 0.000 , 0.000 145.728 0.000 , 0.000 133.021 0.000 , 0.000 135.452 0.000 , 0.000 135.397 0.000 , 0.000 129.446 0.000 , 0.000 110.260 0.000 , 0.000 104.948 0.000 , 0.000 93.016 0.000 , 0.000 84.954 0.000 , 0.000 84.080 0.000 , 0.000 81.783 0.000 , 0.000 78.191 0.000 , 0.000 74.095 0.000 , 0.000 66.872 0.000 , 0.000 61.471 0.000 , 0.000 59.193 0.000 , 0.000 56.571 0.000 , 0.000 63.825 0.000 , 0.000 74.344 0.000 , 0.000 82.788 0.000 , 0.000 83.005 0.000 , 0.000 72.542 0.000 , 0.000 60.083 0.000 , 0.000 46.927 0.000 , 0.000 73.019 0.000 , 0.000 87.271 0.000 , 0.000 91.097 0.000 , 0.000 82.691 0.000 , 0.000 98.936 0.000 , 0.000 104.152 0.000 , 0.000 99.713 0.000 , 0.000 91.708 0.000 , 0.000 63.948 0.000 , 0.000 54.583 0.000 , 0.000 51.916 0.000 , 0.000 50.120 0.000 , 0.000 55.754 0.000 , 0.000 62.863 0.000 , 0.000 70.762 0.000 , 0.000 78.609 0.000 , 0.000 95.403 0.000 , 0.000 104.388 0.000 , 0.000 110.512 0.000 , 0.000 117.102 0.000 , 0.000 112.943 0.000 , 0.000 99.198 0.000 , 0.000 80.712 0.000 , 0.000 64.045 0.000 , 0.000 64.412 0.000 , 0.000 66.167 0.000 , 0.000 66.741 0.000 , 0.000 75.083 0.000 , 0.000 79.985 0.000 , 0.000 87.380 0.000 , 0.000 100.558 0.000 , 0.000 126.526 0.000 , 0.000 136.133 0.000 , 0.000 141.009 0.000 , 0.000 128.157 0.000 , 0.000 118.471 0.000 , 0.000 91.223 0.000 , 0.000 59.240 0.000 , 0.000 32.134 0.000 , 0.000 9.798 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 6.359 0.000 , 0.000 32.772 0.000 , 0.000 65.677 0.000 , 0.000 107.881 0.000 , 0.000 154.338 0.000 , 0.000 181.262 0.000 , 0.000 203.301 0.000 , 0.000 224.001 0.000 , 0.000 230.781 0.000 , 0.000 237.372 0.000 , 0.000 239.645 0.000 , 0.000 224.517 0.000 , 0.000 202.766 0.000 , 0.000 181.556 0.000 , 0.000 165.767 0.000 , 0.000 163.284 0.000 , 0.000 158.651 0.000 , 0.000 149.319 0.000 , 0.000 136.762 0.000 , 0.000 125.151 0.000 , 0.000 117.330 0.000 , 0.000 108.099 0.000 , 0.000 108.528 0.000 , 0.000 103.714 0.000 , 0.000 99.630 0.000 , 0.000 96.610 0.000 , 0.000 84.433 0.000 , 0.000 79.814 0.000 , 0.000 74.863 0.000 , 0.000 71.978 0.000 , 0.000 80.483 0.000 , 0.000 90.942 0.000 , 0.000 99.309 0.000 , 0.000 101.669 0.000 , 0.000 88.558 0.000 , 0.000 89.106 0.000 , 0.000 98.999 0.000 , 0.000 113.273 0.000 , 0.000 124.919 0.000 , 0.000 144.331 0.000 , 0.000 164.024 0.000 , 0.000 167.461 0.000 , 0.000 165.637 0.000 , 0.000 163.785 0.000 , 0.000 146.654 0.000 , 0.000 117.895 0.000 , 0.000 87.725 0.000 , 0.000 75.372 0.000 , 0.000 73.229 0.000 , 0.000 77.251 0.000 , 0.000 84.623 0.000 , 0.000 94.387 0.000 , 0.000 108.913 0.000 , 0.000 125.999 0.000 , 0.000 137.928 0.000 , 0.000 151.346 0.000 , 0.000 154.676 0.000 , 0.000 145.270 0.000 , 0.000 128.099 0.000 , 0.000 106.149 0.000 , 0.000 87.688 0.000 , 0.000 86.035 0.000 , 0.000 86.855 0.000 , 0.000 90.744 0.000 , 0.000 104.686 0.000 , 0.000 120.842 0.000 , 0.000 139.634 0.000 , 0.000 168.364 0.000 , 0.000 178.871 0.000 , 0.000 189.196 0.000 , 0.000 194.456 0.000 , 0.000 179.155 0.000 , 0.000 157.948 0.000 , 0.000 127.551 0.000 , 0.000 81.032 0.000 , 0.000 45.883 0.000 , 0.000 16.476 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 6.714 0.000 , 0.000 33.335 0.000 , 0.000 67.347 0.000 , 0.000 112.366 0.000 , 0.000 161.707 0.000 , 0.000 195.383 0.000 , 0.000 239.060 0.000 , 0.000 285.989 0.000 , 0.000 304.594 0.000 , 0.000 313.665 0.000 , 0.000 301.002 0.000 , 0.000 261.018 0.000 , 0.000 236.296 0.000 , 0.000 207.881 0.000 , 0.000 181.874 0.000 , 0.000 171.722 0.000 , 0.000 164.875 0.000 , 0.000 154.235 0.000 , 0.000 140.657 0.000 , 0.000 127.698 0.000 , 0.000 123.902 0.000 , 0.000 119.365 0.000 , 0.000 119.686 0.000 , 0.000 114.039 0.000 , 0.000 110.643 0.000 , 0.000 108.051 0.000 , 0.000 98.266 0.000 , 0.000 90.823 0.000 , 0.000 85.451 0.000 , 0.000 80.914 0.000 , 0.000 90.738 0.000 , 0.000 98.297 0.000 , 0.000 103.215 0.000 , 0.000 107.438 0.000 , 0.000 97.587 0.000 , 0.000 105.590 0.000 , 0.000 122.825 0.000 , 0.000 140.957 0.000 , 0.000 156.946 0.000 , 0.000 188.989 0.000 , 0.000 210.247 0.000 , 0.000 216.303 0.000 , 0.000 212.243 0.000 , 0.000 208.696 0.000 , 0.000 183.083 0.000 , 0.000 153.494 0.000 , 0.000 117.078 0.000 , 0.000 94.134 0.000 , 0.000 88.571 0.000 , 0.000 91.814 0.000 , 0.000 99.418 0.000 , 0.000 111.469 0.000 , 0.000 129.583 0.000 , 0.000 147.100 0.000 , 0.000 160.813 0.000 , 0.000 178.170 0.000 , 0.000 182.025 0.000 , 0.000 167.900 0.000 , 0.000 149.420 0.000 , 0.000 123.596 0.000 , 0.000 100.770 0.000 , 0.000 97.597 0.000 , 0.000 100.730 0.000 , 0.000 109.407 0.000 , 0.000 125.783 0.000 , 0.000 150.215 0.000 , 0.000 180.024 0.000 , 0.000 226.272 0.000 , 0.000 238.254 0.000 , 0.000 248.660 0.000 , 0.000 241.381 0.000 , 0.000 217.844 0.000 , 0.000 191.144 0.000 , 0.000 156.375 0.000 , 0.000 100.192 0.000 , 0.000 55.078 0.000 , 0.000 21.992 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 3.756 0.000 , 0.000 29.306 0.000 , 0.000 61.710 0.000 , 0.000 104.040 0.000 , 0.000 156.177 0.000 , 0.000 225.298 0.000 , 0.000 279.702 0.000 , 0.000 328.889 0.000 , 0.000 362.115 0.000 , 0.000 376.164 0.000 , 0.000 355.433 0.000 , 0.000 304.632 0.000 , 0.000 263.314 0.000 , 0.000 220.651 0.000 , 0.000 200.200 0.000 , 0.000 185.235 0.000 , 0.000 174.910 0.000 , 0.000 157.176 0.000 , 0.000 147.506 0.000 , 0.000 132.828 0.000 , 0.000 132.336 0.000 , 0.000 121.639 0.000 , 0.000 125.652 0.000 , 0.000 119.302 0.000 , 0.000 116.573 0.000 , 0.000 108.703 0.000 , 0.000 97.277 0.000 , 0.000 90.528 0.000 , 0.000 84.942 0.000 , 0.000 78.327 0.000 , 0.000 87.656 0.000 , 0.000 92.394 0.000 , 0.000 95.817 0.000 , 0.000 98.680 0.000 , 0.000 96.977 0.000 , 0.000 108.574 0.000 , 0.000 131.329 0.000 , 0.000 157.790 0.000 , 0.000 182.175 0.000 , 0.000 216.035 0.000 , 0.000 236.635 0.000 , 0.000 244.432 0.000 , 0.000 250.111 0.000 , 0.000 238.822 0.000 , 0.000 205.579 0.000 , 0.000 171.764 0.000 , 0.000 130.017 0.000 , 0.000 99.495 0.000 , 0.000 90.554 0.000 , 0.000 93.114 0.000 , 0.000 102.227 0.000 , 0.000 115.531 0.000 , 0.000 134.292 0.000 , 0.000 151.207 0.000 , 0.000 165.567 0.000 , 0.000 181.681 0.000 , 0.000 190.181 0.000 , 0.000 182.769 0.000 , 0.000 165.770 0.000 , 0.000 139.250 0.000 , 0.000 116.904 0.000 , 0.000 105.570 0.000 , 0.000 103.247 0.000 , 0.000 110.753 0.000 , 0.000 133.647 0.000 , 0.000 169.418 0.000 , 0.000 205.932 0.000 , 0.000 249.792 0.000 , 0.000 269.381 0.000 , 0.000 278.191 0.000 , 0.000 282.044 0.000 , 0.000 250.759 0.000 , 0.000 215.777 0.000 , 0.000 177.553 0.000 , 0.000 112.424 0.000 , 0.000 60.625 0.000 , 0.000 24.193 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 1.454 0.000 , 0.000 17.947 0.000 , 0.000 49.504 0.000 , 0.000 88.743 0.000 , 0.000 148.697 0.000 , 0.000 223.312 0.000 , 0.000 288.571 0.000 , 0.000 344.996 0.000 , 0.000 380.023 0.000 , 0.000 395.775 0.000 , 0.000 389.271 0.000 , 0.000 350.952 0.000 , 0.000 302.746 0.000 , 0.000 266.712 0.000 , 0.000 226.545 0.000 , 0.000 212.603 0.000 , 0.000 185.245 0.000 , 0.000 178.381 0.000 , 0.000 165.839 0.000 , 0.000 143.624 0.000 , 0.000 133.879 0.000 , 0.000 124.322 0.000 , 0.000 116.157 0.000 , 0.000 113.396 0.000 , 0.000 107.739 0.000 , 0.000 98.257 0.000 , 0.000 85.745 0.000 , 0.000 77.965 0.000 , 0.000 72.784 0.000 , 0.000 66.324 0.000 , 0.000 71.424 0.000 , 0.000 77.173 0.000 , 0.000 80.233 0.000 , 0.000 80.977 0.000 , 0.000 82.078 0.000 , 0.000 98.151 0.000 , 0.000 122.918 0.000 , 0.000 155.651 0.000 , 0.000 194.594 0.000 , 0.000 215.942 0.000 , 0.000 232.527 0.000 , 0.000 242.130 0.000 , 0.000 247.143 0.000 , 0.000 233.589 0.000 , 0.000 202.088 0.000 , 0.000 167.247 0.000 , 0.000 123.399 0.000 , 0.000 91.679 0.000 , 0.000 81.519 0.000 , 0.000 82.553 0.000 , 0.000 89.662 0.000 , 0.000 101.255 0.000 , 0.000 116.338 0.000 , 0.000 133.930 0.000 , 0.000 146.907 0.000 , 0.000 162.263 0.000 , 0.000 171.698 0.000 , 0.000 170.271 0.000 , 0.000 158.538 0.000 , 0.000 132.212 0.000 , 0.000 110.106 0.000 , 0.000 106.072 0.000 , 0.000 103.450 0.000 , 0.000 113.832 0.000 , 0.000 151.823 0.000 , 0.000 190.153 0.000 , 0.000 232.873 0.000 , 0.000 275.065 0.000 , 0.000 300.874 0.000 , 0.000 307.207 0.000 , 0.000 300.215 0.000 , 0.000 269.931 0.000 , 0.000 222.068 0.000 , 0.000 181.365 0.000 , 0.000 120.269 0.000 , 0.000 67.451 0.000 , 0.000 26.294 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 8.757 0.000 , 0.000 25.005 0.000 , 0.000 76.706 0.000 , 0.000 149.702 0.000 , 0.000 221.216 0.000 , 0.000 279.945 0.000 , 0.000 349.448 0.000 , 0.000 392.817 0.000 , 0.000 398.460 0.000 , 0.000 394.600 0.000 , 0.000 352.593 0.000 , 0.000 309.137 0.000 , 0.000 264.496 0.000 , 0.000 233.296 0.000 , 0.000 209.900 0.000 , 0.000 187.293 0.000 , 0.000 174.625 0.000 , 0.000 156.405 0.000 , 0.000 137.015 0.000 , 0.000 130.432 0.000 , 0.000 120.898 0.000 , 0.000 104.352 0.000 , 0.000 96.738 0.000 , 0.000 90.513 0.000 , 0.000 78.425 0.000 , 0.000 67.016 0.000 , 0.000 60.842 0.000 , 0.000 53.628 0.000 , 0.000 50.217 0.000 , 0.000 44.400 0.000 , 0.000 50.842 0.000 , 0.000 59.555 0.000 , 0.000 59.173 0.000 , 0.000 53.524 0.000 , 0.000 76.405 0.000 , 0.000 101.124 0.000 , 0.000 133.041 0.000 , 0.000 162.271 0.000 , 0.000 186.990 0.000 , 0.000 204.262 0.000 , 0.000 213.086 0.000 , 0.000 212.243 0.000 , 0.000 200.041 0.000 , 0.000 176.853 0.000 , 0.000 143.756 0.000 , 0.000 101.584 0.000 , 0.000 73.938 0.000 , 0.000 63.868 0.000 , 0.000 64.612 0.000 , 0.000 69.525 0.000 , 0.000 78.721 0.000 , 0.000 88.434 0.000 , 0.000 105.488 0.000 , 0.000 116.349 0.000 , 0.000 129.360 0.000 , 0.000 140.888 0.000 , 0.000 143.929 0.000 , 0.000 138.877 0.000 , 0.000 125.106 0.000 , 0.000 111.318 0.000 , 0.000 114.042 0.000 , 0.000 105.136 0.000 , 0.000 122.497 0.000 , 0.000 151.521 0.000 , 0.000 194.101 0.000 , 0.000 233.924 0.000 , 0.000 277.461 0.000 , 0.000 309.222 0.000 , 0.000 304.983 0.000 , 0.000 303.268 0.000 , 0.000 274.507 0.000 , 0.000 232.522 0.000 , 0.000 181.138 0.000 , 0.000 119.214 0.000 , 0.000 70.066 0.000 , 0.000 18.244 0.000 , 0.000 1.436 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 1.011 0.000 , 0.000 20.735 0.000 , 0.000 69.389 0.000 , 0.000 133.972 0.000 , 0.000 201.485 0.000 , 0.000 269.748 0.000 , 0.000 329.762 0.000 , 0.000 363.002 0.000 , 0.000 390.180 0.000 , 0.000 359.490 0.000 , 0.000 320.838 0.000 , 0.000 276.616 0.000 , 0.000 251.148 0.000 , 0.000 222.812 0.000 , 0.000 201.147 0.000 , 0.000 183.278 0.000 , 0.000 168.281 0.000 , 0.000 151.385 0.000 , 0.000 130.924 0.000 , 0.000 120.824 0.000 , 0.000 106.021 0.000 , 0.000 85.189 0.000 , 0.000 57.619 0.000 , 0.000 48.615 0.000 , 0.000 47.140 0.000 , 0.000 41.113 0.000 , 0.000 34.897 0.000 , 0.000 34.386 0.000 , 0.000 30.575 0.000 , 0.000 25.726 0.000 , 0.000 20.075 0.000 , 0.000 25.781 0.000 , 0.000 21.113 0.000 , 0.000 27.912 0.000 , 0.000 53.564 0.000 , 0.000 71.066 0.000 , 0.000 95.928 0.000 , 0.000 123.762 0.000 , 0.000 144.190 0.000 , 0.000 160.639 0.000 , 0.000 166.280 0.000 , 0.000 156.642 0.000 , 0.000 151.155 0.000 , 0.000 137.676 0.000 , 0.000 107.289 0.000 , 0.000 67.049 0.000 , 0.000 48.378 0.000 , 0.000 41.418 0.000 , 0.000 38.114 0.000 , 0.000 44.025 0.000 , 0.000 51.731 0.000 , 0.000 55.697 0.000 , 0.000 62.009 0.000 , 0.000 79.667 0.000 , 0.000 90.757 0.000 , 0.000 99.262 0.000 , 0.000 107.243 0.000 , 0.000 115.385 0.000 , 0.000 102.748 0.000 , 0.000 94.776 0.000 , 0.000 94.372 0.000 , 0.000 103.940 0.000 , 0.000 115.465 0.000 , 0.000 137.458 0.000 , 0.000 167.163 0.000 , 0.000 214.072 0.000 , 0.000 262.337 0.000 , 0.000 284.242 0.000 , 0.000 294.831 0.000 , 0.000 277.443 0.000 , 0.000 265.558 0.000 , 0.000 221.552 0.000 , 0.000 169.945 0.000 , 0.000 112.595 0.000 , 0.000 54.983 0.000 , 0.000 19.895 0.000 , 0.000 2.427 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 5.790 0.000 , 0.000 22.259 0.000 , 0.000 58.803 0.000 , 0.000 120.959 0.000 , 0.000 196.454 0.000 , 0.000 264.337 0.000 , 0.000 315.112 0.000 , 0.000 340.722 0.000 , 0.000 344.305 0.000 , 0.000 332.158 0.000 , 0.000 302.282 0.000 , 0.000 267.263 0.000 , 0.000 250.637 0.000 , 0.000 219.805 0.000 , 0.000 193.115 0.000 , 0.000 189.586 0.000 , 0.000 168.907 0.000 , 0.000 141.592 0.000 , 0.000 131.600 0.000 , 0.000 111.037 0.000 , 0.000 88.893 0.000 , 0.000 69.495 0.000 , 0.000 47.569 0.000 , 0.000 33.197 0.000 , 0.000 21.201 0.000 , 0.000 10.947 0.000 , 0.000 4.375 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 12.428 0.000 , 0.000 41.688 0.000 , 0.000 63.052 0.000 , 0.000 73.920 0.000 , 0.000 76.153 0.000 , 0.000 75.799 0.000 , 0.000 96.099 0.000 , 0.000 97.260 0.000 , 0.000 99.336 0.000 , 0.000 86.604 0.000 , 0.000 54.789 0.000 , 0.000 30.665 0.000 , 0.000 15.424 0.000 , 0.000 6.044 0.000 , 0.000 -0.000 0.000 , 0.000 7.214 0.000 , 0.000 10.119 0.000 , 0.000 7.897 0.000 , 0.000 7.898 0.000 , 0.000 8.780 0.000 , 0.000 15.736 0.000 , 0.000 32.908 0.000 , 0.000 54.736 0.000 , 0.000 69.316 0.000 , 0.000 78.063 0.000 , 0.000 82.502 0.000 , 0.000 78.267 0.000 , 0.000 93.956 0.000 , 0.000 107.736 0.000 , 0.000 124.145 0.000 , 0.000 149.700 0.000 , 0.000 185.159 0.000 , 0.000 212.002 0.000 , 0.000 246.464 0.000 , 0.000 264.164 0.000 , 0.000 263.885 0.000 , 0.000 233.044 0.000 , 0.000 188.258 0.000 , 0.000 142.443 0.000 , 0.000 92.788 0.000 , 0.000 54.221 0.000 , 0.000 19.846 0.000 , 0.000 2.855 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 0.298 0.000 , 0.000 12.547 0.000 , 0.000 34.572 0.000 , 0.000 73.194 0.000 , 0.000 124.686 0.000 , 0.000 194.120 0.000 , 0.000 250.185 0.000 , 0.000 297.180 0.000 , 0.000 317.875 0.000 , 0.000 330.176 0.000 , 0.000 318.693 0.000 , 0.000 286.135 0.000 , 0.000 257.884 0.000 , 0.000 228.159 0.000 , 0.000 192.221 0.000 , 0.000 166.723 0.000 , 0.000 157.940 0.000 , 0.000 149.025 0.000 , 0.000 137.005 0.000 , 0.000 126.074 0.000 , 0.000 102.964 0.000 , 0.000 79.584 0.000 , 0.000 59.356 0.000 , 0.000 37.475 0.000 , 0.000 22.629 0.000 , 0.000 11.928 0.000 , 0.000 6.193 0.000 , 0.000 2.390 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 27.395 0.000 , 0.000 36.486 0.000 , 0.000 34.124 0.000 , 0.000 11.195 0.000 , 0.000 11.610 0.000 , 0.000 17.333 0.000 , 0.000 19.182 0.000 , 0.000 18.603 0.000 , 0.000 11.275 0.000 , 0.000 8.042 0.000 , 0.000 2.470 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 6.575 0.000 , 0.000 17.921 0.000 , 0.000 37.191 0.000 , 0.000 57.901 0.000 , 0.000 69.987 0.000 , 0.000 78.754 0.000 , 0.000 84.711 0.000 , 0.000 88.992 0.000 , 0.000 101.500 0.000 , 0.000 118.778 0.000 , 0.000 137.996 0.000 , 0.000 167.126 0.000 , 0.000 195.548 0.000 , 0.000 211.187 0.000 , 0.000 231.311 0.000 , 0.000 234.954 0.000 , 0.000 213.914 0.000 , 0.000 190.771 0.000 , 0.000 143.438 0.000 , 0.000 88.555 0.000 , 0.000 49.854 0.000 , 0.000 17.879 0.000 , 0.000 2.813 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 1.364 0.000 , 0.000 18.604 0.000 , 0.000 46.644 0.000 , 0.000 85.596 0.000 , 0.000 134.785 0.000 , 0.000 182.283 0.000 , 0.000 232.801 0.000 , 0.000 269.835 0.000 , 0.000 287.806 0.000 , 0.000 291.930 0.000 , 0.000 276.905 0.000 , 0.000 248.215 0.000 , 0.000 219.452 0.000 , 0.000 195.711 0.000 , 0.000 170.071 0.000 , 0.000 147.059 0.000 , 0.000 138.137 0.000 , 0.000 127.107 0.000 , 0.000 117.111 0.000 , 0.000 102.825 0.000 , 0.000 82.108 0.000 , 0.000 59.907 0.000 , 0.000 40.514 0.000 , 0.000 21.805 0.000 , 0.000 13.495 0.000 , 0.000 9.196 0.000 , 0.000 4.656 0.000 , 0.000 0.977 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 3.624 0.000 , 0.000 14.274 0.000 , 0.000 29.822 0.000 , 0.000 44.635 0.000 , 0.000 60.568 0.000 , 0.000 74.840 0.000 , 0.000 80.565 0.000 , 0.000 87.566 0.000 , 0.000 96.074 0.000 , 0.000 104.897 0.000 , 0.000 113.339 0.000 , 0.000 153.518 0.000 , 0.000 191.442 0.000 , 0.000 216.444 0.000 , 0.000 241.101 0.000 , 0.000 242.230 0.000 , 0.000 208.790 0.000 , 0.000 190.648 0.000 , 0.000 146.770 0.000 , 0.000 88.874 0.000 , 0.000 45.359 0.000 , 0.000 13.608 0.000 , 0.000 2.306 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 2.297 0.000 , 0.000 25.096 0.000 , 0.000 57.179 0.000 , 0.000 101.208 0.000 , 0.000 144.647 0.000 , 0.000 178.650 0.000 , 0.000 203.283 0.000 , 0.000 226.196 0.000 , 0.000 239.122 0.000 , 0.000 231.702 0.000 , 0.000 218.958 0.000 , 0.000 210.429 0.000 , 0.000 181.981 0.000 , 0.000 157.656 0.000 , 0.000 139.304 0.000 , 0.000 118.363 0.000 , 0.000 103.763 0.000 , 0.000 98.111 0.000 , 0.000 87.120 0.000 , 0.000 74.614 0.000 , 0.000 59.736 0.000 , 0.000 43.024 0.000 , 0.000 29.282 0.000 , 0.000 13.250 0.000 , 0.000 9.191 0.000 , 0.000 5.321 0.000 , 0.000 1.955 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 6.004 0.000 , 0.000 21.826 0.000 , 0.000 34.419 0.000 , 0.000 47.838 0.000 , 0.000 58.984 0.000 , 0.000 65.495 0.000 , 0.000 74.127 0.000 , 0.000 89.713 0.000 , 0.000 99.249 0.000 , 0.000 110.110 0.000 , 0.000 137.672 0.000 , 0.000 172.707 0.000 , 0.000 197.400 0.000 , 0.000 223.540 0.000 , 0.000 227.936 0.000 , 0.000 215.570 0.000 , 0.000 179.074 0.000 , 0.000 138.847 0.000 , 0.000 86.210 0.000 , 0.000 47.479 0.000 , 0.000 8.670 0.000 , 0.000 0.845 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 3.154 0.000 , 0.000 31.321 0.000 , 0.000 70.342 0.000 , 0.000 115.743 0.000 , 0.000 155.974 0.000 , 0.000 181.476 0.000 , 0.000 190.642 0.000 , 0.000 181.817 0.000 , 0.000 182.308 0.000 , 0.000 181.766 0.000 , 0.000 175.998 0.000 , 0.000 168.272 0.000 , 0.000 145.282 0.000 , 0.000 122.239 0.000 , 0.000 91.618 0.000 , 0.000 72.539 0.000 , 0.000 60.893 0.000 , 0.000 55.061 0.000 , 0.000 54.278 0.000 , 0.000 45.395 0.000 , 0.000 34.188 0.000 , 0.000 15.328 0.000 , 0.000 5.123 0.000 , 0.000 0.189 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 6.380 0.000 , 0.000 12.337 0.000 , 0.000 20.340 0.000 , 0.000 31.734 0.000 , 0.000 46.591 0.000 , 0.000 60.660 0.000 , 0.000 70.457 0.000 , 0.000 86.766 0.000 , 0.000 117.279 0.000 , 0.000 141.484 0.000 , 0.000 170.480 0.000 , 0.000 187.610 0.000 , 0.000 195.120 0.000 , 0.000 208.192 0.000 , 0.000 203.077 0.000 , 0.000 177.983 0.000 , 0.000 129.219 0.000 , 0.000 83.343 0.000 , 0.000 42.556 0.000 , 0.000 6.931 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
